Monit_MAP_CODE1,Year,mean_FIN_SQ_FT,median_FIN_SQ_FT,mean_acres,median_acres,mean_EMV_TOTAL,median_EMV_TOTAL,mean_total_tax,median_total_tax
10005800-01,2006,1132.626984126984,1132.626984126984,43.76761904761906,43.76761904761906,279946.0317460318,279946.0317460318,1381.8968253968253,1381.8968253968253
82011302-02,2015,1514.9685039370079,1514.9685039370079,3.105984251968502,3.105984251968502,190971.6535433071,190971.6535433071,0.0,0.0
10003100-01,2013,1773.7340425531916,1773.7340425531916,33.609361702127686,33.609361702127686,466210.6382978723,466210.6382978723,3749.8936170212764,3749.8936170212764
19007900-01,2007,1600.4498632634456,1600.4498632634456,0.23631381039198032,0.23631381039198032,301537.3518687329,301537.3518687329,3104.1197584320876,3104.1197584320876
82009700-01,2012,1664.7684848484848,1664.7684848484848,1.4223393939393862,1.4223393939393862,254458.36363636365,254458.36363636365,0.0,0.0
62001800-01,2008,2148.8489583333335,2148.8489583333335,0.7091015625,0.7091015625,602648.1770833334,602648.1770833334,5796.506510416667,5796.506510416667
62007800-01,2013,1597.060628742515,1597.060628742515,0.8972529940119756,0.8972529940119756,415913.77245508984,415913.77245508984,0.0,0.0
62005600-01,2011,1648.594662744274,1648.594662744274,0.939871821811308,0.939871821811308,303916.9153183442,303916.9153183442,3914.1813406177766,3914.1813406177766
10000900-02,2012,1426.1247877758913,1426.1247877758913,1.452614601018672,1.452614601018672,332582.0882852292,332582.0882852292,4685.837860780985,4685.837860780985
82048200-01,2010,1805.8595641646489,1805.8595641646489,3.054092009685227,3.054092009685227,331155.44794188865,331155.44794188865,0.0,0.0
27015700-01,2006,0.0,0.0,0.0,0.0,431079.88748241914,431079.88748241914,4069.4388185654007,4069.4388185654007
82004600-02,2014,1037.2777777777778,1037.2777777777778,7.671018518518522,7.671018518518522,353652.77777777775,353652.77777777775,0.0,0.0
82011700-01,2011,799.5307692307692,799.5307692307692,6.861615384615384,6.861615384615384,472216.1538461539,472216.1538461539,0.0,0.0
82000900-01,2009,2091.818181818182,2091.818181818182,1.9725524475524447,1.9725524475524447,652621.5034965035,652621.5034965035,652621.5034965035,652621.5034965035
82010700-01,2007,0.0,0.0,0.0,0.0,323892.93394777266,323892.93394777266,0.0,0.0
19007600-01,2010,2067.4184261036467,2067.4184261036467,0.6698656429942373,0.6698656429942373,259021.80422264876,259021.80422264876,2763.0057581573897,2763.0057581573897
62000700-01,2011,1427.529332886356,1427.529332886356,1.7376969493798327,1.7376969493798327,291178.00871605764,291178.00871605764,3717.643312101911,3717.643312101911
82031800-01,2011,1292.5380116959063,1292.5380116959063,6.736783625730993,6.736783625730993,316790.0584795322,316790.0584795322,0.0,0.0
27010000-01,2014,128.38358208955225,128.38358208955225,0.7220199004975129,0.7220199004975129,284349.80099502485,284349.80099502485,4431.87935323383,4431.87935323383
10000600-01,2009,1481.1662474849095,1481.1662474849095,0.5552917505030113,0.5552917505030113,385226.7102615694,385226.7102615694,5258.097334004025,5258.097334004025
27011900-01,2012,1029.6270579813886,1029.6270579813886,0.9294917680744466,0.9294917680744466,537854.5454545454,537854.5454545454,17352.152827487473,17352.152827487473
82012400-01,2007,0.0,0.0,0.0,0.0,470750.3311258278,470750.3311258278,0.0,0.0
82003000-01,2010,1325.857142857143,1325.857142857143,13.562857142857142,13.562857142857142,378822.0779220779,378822.0779220779,0.0,0.0
02004500-01,2004,195.78935698447893,195.78935698447893,0.5184201773835875,0.5184201773835875,204068.1990022173,204068.1990022173,1737.6482815964523,1737.6482815964523
82000100-04,2005,0.0,0.0,0.523089793641941,0.523089793641941,272248.57780256553,272248.57780256553,2191.629670942554,2191.629670942554
70005400-03,2012,846.7056856187291,846.7056856187291,6.964448160535117,6.964448160535117,311411.70568561874,311411.70568561874,0.0,0.0
82012000-01,2014,1584.7,1584.7,10.8882,10.8882,406978.0,406978.0,0.0,0.0
27062700-01,2010,1154.5588873545078,1154.5588873545078,0.5838745314657683,0.5838745314657683,284187.43341882026,284187.43341882026,5028.620240678635,5028.620240678635
27066100-01,2008,0.0,0.0,0.9416722160562185,0.9416722160562185,352556.32630410657,352556.32630410657,6314.832778394377,6314.832778394377
02002600-01,2014,1061.3018292682927,1061.3018292682927,9.935335365853655,9.935335365853655,170236.58536585365,170236.58536585365,1712.1798780487804,1712.1798780487804
82003500-01,2015,1350.8363636363636,1350.8363636363636,14.755636363636361,14.755636363636361,341638.1818181818,341638.1818181818,0.0,0.0
02013000-01,2011,1475.528813559322,1475.528813559322,11.044576271186434,11.044576271186434,218539.66101694916,218539.66101694916,2506.250847457627,2506.250847457627
82010600-02,2005,0.0,0.0,12.120833333333332,12.120833333333332,541147.9166666666,541147.9166666666,2612.625,2612.625
62005700-01,2004,1297.782460910945,1297.782460910945,1.4246680262859592,1.4246680262859592,274247.3827328348,274247.3827328348,0.0,0.0
82033400-01,2010,1265.7530864197531,1265.7530864197531,13.730370370370363,13.730370370370363,416343.2098765432,416343.2098765432,0.0,0.0
27016900-01,2012,1292.8205430932703,1292.8205430932703,1.7354368358913759,1.7354368358913759,184269.59858323494,184269.59858323494,3272.7367178276268,3272.7367178276268
10010300-01,2005,1014.6851851851852,1014.6851851851852,40.63759259259258,40.63759259259258,311121.2962962963,311121.2962962963,1620.4166666666667,1620.4166666666667
02000900-01,2004,0.0,0.0,1.1510937499999956,1.1510937499999956,253265.31171875,253265.31171875,2525.42578125,2525.42578125
27002900-01,2004,0.0,0.0,0.0,0.0,620684.3566470902,620684.3566470902,16574.56326748532,16574.56326748532
82000100-02,2007,0.0,0.0,0.0,0.0,352573.40525328333,352573.40525328333,0.0,0.0
82000200-02,2008,0.0,0.0,9.827377622377616,9.827377622377616,350052.44755244756,350052.44755244756,283345.45454545453,283345.45454545453
10000900-01,2011,1698.191135734072,1698.191135734072,1.2859501385041565,1.2859501385041565,367312.4099722992,367312.4099722992,4817.454847645429,4817.454847645429
27019200-01,2006,0.0,0.0,0.0,0.0,190439.63963963964,190439.63963963964,4134.603603603604,4134.603603603604
82011700-01,2005,0.0,0.0,3.535193798449613,3.535193798449613,357315.8914728682,357315.8914728682,2299.6201550387595,2299.6201550387595
70002100-01,2006,1321.4044728434505,1321.4044728434505,0.9796805111820992,0.9796805111820992,256265.5591054313,256265.5591054313,0.0,0.0
02007501-01,2008,1829.1684374190204,1829.1684374190204,0.3754521896864476,0.3754521896864476,257143.9232961907,257143.9232961907,2980.2775330396476,2980.2775330396476
10001500-01,2015,2222.63599458728,2222.63599458728,1.4115426251691479,1.4115426251691479,635504.7361299053,635504.7361299053,9394.418132611638,9394.418132611638
13004200-01,2008,0.0,0.0,9.27904494382022,9.27904494382022,254053.93258426967,254053.93258426967,246473.03370786516,246473.03370786516
27015700-01,2015,1974.1929824561403,1974.1929824561403,4.95260964912281,4.95260964912281,467115.7894736842,467115.7894736842,6135.741228070176,6135.741228070176
19005000-01,2005,3387.055242390079,3387.055242390079,1.538246899661782,1.538246899661782,483910.14656144305,483910.14656144305,4556.325253664036,4556.325253664036
27003900-01,2014,171.9969246540236,171.9969246540236,0.5195592004100446,0.5195592004100446,390609.6360840594,390609.6360840594,7786.917478216299,7786.917478216299
19007900-01,2005,1594.9474943188613,1594.9474943188613,0.43827054180121894,0.43827054180121894,262110.50113622771,262110.50113622771,1254.5128573137185,1254.5128573137185
19008000-01,2014,3876.358282208589,3876.358282208589,1.1621963190184066,1.1621963190184066,442489.32515337423,442489.32515337423,7709.737423312883,7709.737423312883
27003501-01,2013,1156.8275862068965,1156.8275862068965,1.5331969608416105,1.5331969608416105,344282.11572180013,344282.11572180013,7962.627703097603,7962.627703097603
82016700-02,2010,1213.8739595719383,1213.8739595719383,0.31617122473246145,0.31617122473246145,339323.66230677767,339323.66230677767,0.0,0.0
82001502-01,2010,1073.7875,1073.7875,12.556749999999997,12.556749999999997,433817.5,433817.5,0.0,0.0
82039900-01,2015,1248.528735632184,1248.528735632184,2.7736781609195407,2.7736781609195407,286509.4252873563,286509.4252873563,0.0,0.0
27069300-01,2014,2.8485995457986375,2.8485995457986375,1.4312339137017411,1.4312339137017411,342924.45117335353,342924.45117335353,7485.895533686601,7485.895533686601
82010100-01,2008,0.0,0.0,2.7428571428571433,2.7428571428571433,387986.4111498258,387986.4111498258,373614.28571428574,373614.28571428574
27067500-01,2005,0.0,0.0,0.0,0.0,291381.428915083,291381.428915083,3834.5097426028387,3834.5097426028387
19003700-01,2012,1881.0680196801968,1881.0680196801968,0.3931045510455149,0.3931045510455149,194555.39975399754,194555.39975399754,2579.288191881919,2579.288191881919
19005700-01,2007,4048.928828406069,4048.928828406069,0.6328359142812576,0.6328359142812576,399097.7475363679,399097.7475363679,4754.700453621148,4754.700453621148
10010700-01,2009,1293.7110187110188,1293.7110187110188,4.847484407484404,4.847484407484404,195241.78794178794,195241.78794178794,1706.4074844074844,1706.4074844074844
82000500-02,2008,0.0,0.0,6.6772540983606525,6.6772540983606525,388790.5737704918,388790.5737704918,366827.45901639346,366827.45901639346
82007400-02,2007,0.0,0.0,0.0,0.0,315284.2105263158,315284.2105263158,0.0,0.0
13005600-01,2008,1224.0625,1224.0625,10.526607142857143,10.526607142857143,253942.85714285713,253942.85714285713,2401.901785714286,2401.901785714286
02008400-01,2010,2035.630562552477,2035.630562552477,0.0,0.0,268167.21242653235,268167.21242653235,5526.822628043661,5526.822628043661
82002100-03,2006,1219.1337907375644,1219.1337907375644,0.959536878216124,0.959536878216124,489281.1320754717,489281.1320754717,8892.391080617495,8892.391080617495
10012700-01,2006,1397.5344827586207,1397.5344827586207,45.62189655172415,45.62189655172415,362539.6551724138,362539.6551724138,2042.896551724138,2042.896551724138
62003600-01,2015,1217.5071038251367,1217.5071038251367,0.3747504553734074,0.3747504553734074,241401.67577413478,241401.67577413478,2391.4338797814207,2391.4338797814207
27063400-01,2005,0.0,0.0,0.0,0.0,216297.14535391785,216297.14535391785,3020.363676085057,3020.363676085057
82007400-03,2015,1720.0833333333333,1720.0833333333333,3.7046296296296304,3.7046296296296304,382867.5925925926,382867.5925925926,0.0,0.0
82001800-01,2004,0.0,0.0,3.3739857651245546,3.3739857651245546,257477.22419928826,257477.22419928826,1405.5373665480427,1405.5373665480427
19006500-02,2012,2270.5318584070797,2270.5318584070797,1.374088495575216,1.374088495575216,267412.7433628319,267412.7433628319,3011.5902654867255,3011.5902654867255
82015900-02,2009,1176.0040535062828,1176.0040535062828,0.6148398865018242,0.6148398865018242,237809.85002026754,237809.85002026754,236661.24847993514,236661.24847993514
70009100-01,2013,899.444279346211,899.444279346211,6.653952451708768,6.653952451708768,252490.19316493312,252490.19316493312,0.0,0.0
10003100-01,2004,1765.418181818182,1765.418181818182,35.536090909090916,35.536090909090916,296084.54545454547,296084.54545454547,2144.0272727272727,2144.0272727272727
82009200-01,2012,1736.9617224880383,1736.9617224880383,0.676842105263158,0.676842105263158,367390.2711323764,367390.2711323764,0.0,0.0
27013302-01,2008,0.0,0.0,1.1273659756969274,1.1273659756969274,892841.0650464618,892841.0650464618,8755.577912794854,8755.577912794854
62005400-01,2015,1101.450666948973,1101.450666948973,0.6071120050815155,0.6071120050815155,317143.2352318442,317143.2352318442,4438.411814524667,4438.411814524667
82004600-03,2009,1333.6652360515022,1333.6652360515022,5.012017167381973,5.012017167381973,448816.30901287554,448816.30901287554,441919.313304721,441919.313304721
27011700-01,2008,0.0,0.0,1.237002935681885,1.237002935681885,336741.27301841474,336741.27301841474,4456.581665332265,4456.581665332265
82012200-01,2015,2309.008746355685,2309.008746355685,5.740408163265308,5.740408163265308,509875.21865889215,509875.21865889215,0.0,0.0
82001700-01,2005,0.0,0.0,5.316357615894041,5.316357615894041,415982.7814569537,415982.7814569537,2801.9205298013244,2801.9205298013244
82009002-01,2010,1725.9318264673716,1725.9318264673716,0.46921983230039477,0.46921983230039477,273721.47283995623,273721.47283995623,0.0,0.0
82003300-01,2005,0.0,0.0,30.76285714285714,30.76285714285714,1485914.2857142857,1485914.2857142857,570.5714285714286,570.5714285714286
82002000-01,2009,1157.6688241639697,1157.6688241639697,0.4750010787486502,0.4750010787486502,237047.98274002157,237047.98274002157,237047.98274002157,237047.98274002157
27004203-01,2015,1147.9582494969818,1147.9582494969818,0.24066901408450728,0.24066901408450728,161619.71830985916,161619.71830985916,2992.3319919517103,2992.3319919517103
02009100-02,2015,1525.0349794238682,1525.0349794238682,3.1516255144032903,3.1516255144032903,246288.27160493826,246288.27160493826,2417.9691358024693,2417.9691358024693
82013401-01,2015,1134.6115214180206,1134.6115214180206,0.4659675036927623,0.4659675036927623,250117.5775480059,250117.5775480059,0.0,0.0
62001300-01,2008,1147.009170187899,1147.009170187899,0.0,0.0,257802.41841229884,257802.41841229884,2663.4678593904523,2663.4678593904523
19005100-01,2012,2884.5011160714284,2884.5011160714284,3.0525446428571428,3.0525446428571428,439576.67410714284,439576.67410714284,6078.888392857143,6078.888392857143
10021700-01,2009,2696.3036211699164,2696.3036211699164,1.2961838440111406,1.2961838440111406,575370.1949860724,575370.1949860724,8076.632311977716,8076.632311977716
82002800-01,2011,864.5714285714286,864.5714285714286,12.440952380952384,12.440952380952384,235853.96825396825,235853.96825396825,0.0,0.0
82000500-01,2009,1417.5706806282722,1417.5706806282722,6.835602094240836,6.835602094240836,374496.33507853403,374496.33507853403,362917.277486911,362917.277486911
19007500-01,2014,2658.6767068273093,2658.6767068273093,1.8745983935742885,1.8745983935742885,381431.2248995984,381431.2248995984,4205.394578313253,4205.394578313253
82048200-01,2013,1825.3995157384988,1825.3995157384988,3.054285714285712,3.054285714285712,317149.3946731235,317149.3946731235,0.0,0.0
10009500-01,2008,1590.6746031746031,1590.6746031746031,40.44301587301587,40.44301587301587,508342.85714285716,508342.85714285716,2914.3492063492063,2914.3492063492063
10005300-01,2006,996.6077481840193,996.6077481840193,6.773002421307507,6.773002421307507,288264.64891041163,288264.64891041163,2057.762711864407,2057.762711864407
10012700-01,2012,1377.7837837837837,1377.7837837837837,43.40567567567568,43.40567567567568,378585.13513513515,378585.13513513515,2922.864864864865,2922.864864864865
27017100-01,2006,0.0,0.0,0.0,0.0,314169.0140845071,314169.0140845071,3721.1478873239435,3721.1478873239435
82012000-01,2011,1601.7227722772277,1601.7227722772277,10.78029702970297,10.78029702970297,376301.9801980198,376301.9801980198,0.0,0.0
62001002-01,2009,1408.2466181061395,1408.2466181061395,0.6707596253902195,0.6707596253902195,350572.8407908429,350572.8407908429,5168.78459937565,5168.78459937565
62003801-01,2014,1530.7731681034484,1530.7731681034484,0.8409159482758577,0.8409159482758577,277270.2316810345,277270.2316810345,3879.9078663793102,3879.9078663793102
82000100-08,2009,1027.9219015280137,1027.9219015280137,0.3239813242784386,0.3239813242784386,329640.7470288625,329640.7470288625,329640.7470288625,329640.7470288625
82036800-01,2014,1675.2681992337166,1675.2681992337166,3.9772796934865924,3.9772796934865924,392524.9042145594,392524.9042145594,0.0,0.0
70007400-01,2008,4329.635489043292,4329.635489043292,1.5661143773383328,1.5661143773383328,421320.6841261358,421320.6841261358,0.0,0.0
02000400-01,2012,1255.8578767123288,1255.8578767123288,3.4248886986301463,3.4248886986301463,178702.39726027398,178702.39726027398,2948.3116438356165,2948.3116438356165
82009900-02,2010,1207.6774193548388,1207.6774193548388,4.726935483870967,4.726935483870967,283404.8387096774,283404.8387096774,0.0,0.0
19007500-01,2011,2447.827,2447.827,1.8689399999999927,1.8689399999999927,345016.6,345016.6,3896.901,3896.901
27018401-01,2015,480.96699669966995,480.96699669966995,8.15326732673267,8.15326732673267,157453.13531353135,157453.13531353135,2743.8217821782177,2743.8217821782177
82009300-01,2013,1741.360511238431,1741.360511238431,0.5620052886734226,0.5620052886734226,263138.915821948,263138.915821948,0.0,0.0
70002600-01,2007,1218.833705357143,1218.833705357143,0.6513113839285706,0.6513113839285706,339302.56696428574,339302.56696428574,0.0,0.0
27067000-01,2015,405.25928714859435,405.25928714859435,0.49622740963855916,0.49622740963855916,586938.7299196788,586938.7299196788,9445.125251004016,9445.125251004016
19002500-01,2011,2213.1149766652525,2213.1149766652525,0.4023886296139154,0.4023886296139154,243697.157403479,243697.157403479,3015.8218073822654,3015.8218073822654
10009300-03,2014,1520.2536764705883,1520.2536764705883,5.814374999999987,5.814374999999987,275755.51470588235,275755.51470588235,2957.0,2957.0
62020400-01,2013,1408.2303980699637,1408.2303980699637,0.5531966224366701,0.5531966224366701,354846.8033775633,354846.8033775633,0.0,0.0
82016700-04,2005,1249.2158808933002,1249.2158808933002,0.5112336051045726,0.5112336051045726,344295.9943282524,344295.9943282524,0.0,0.0
27009100-01,2005,0.0,0.0,0.0,0.0,311641.7669017005,311641.7669017005,3683.353795105765,3683.353795105765
02007200-01,2012,2452.9621034077554,2452.9621034077554,0.5421797884841354,0.5421797884841354,248339.36545240894,248339.36545240894,5125.205640423032,5125.205640423032
27009800-01,2015,1496.4438608010505,1496.4438608010505,1.2414773473407723,1.2414773473407723,382443.5981615233,382443.5981615233,6513.691398555483,6513.691398555483
82036800-01,2012,1686.3563218390805,1686.3563218390805,3.9743295019157086,3.9743295019157086,346611.877394636,346611.877394636,0.0,0.0
10001800-01,2012,2329.7115384615386,2329.7115384615386,3.0647115384615398,3.0647115384615398,469324.51923076925,469324.51923076925,6487.721153846154,6487.721153846154
10000200-03,2015,2165.10663507109,2165.10663507109,3.0734360189573433,3.0734360189573433,529869.9052132701,529869.9052132701,6357.469194312796,6357.469194312796
10006600-01,2011,1157.9054054054054,1157.9054054054054,37.063243243243235,37.063243243243235,297272.97297297296,297272.97297297296,1945.3513513513512,1945.3513513513512
82013700-01,2005,905.0782241014799,905.0782241014799,2.281680761099364,2.281680761099364,341573.9957716702,341573.9957716702,1583.938689217759,1583.938689217759
19000600-01,2006,459.60550458715596,459.60550458715596,8.230642201834863,8.230642201834863,134025.6880733945,134025.6880733945,1044.7522935779816,1044.7522935779816
62007200-01,2004,1612.7055518836748,1612.7055518836748,0.888711169861186,0.888711169861186,424785.8889623265,424785.8889623265,0.0,0.0
82001000-01,2013,2169.3135888501743,2169.3135888501743,4.268989547038324,4.268989547038324,551029.6167247386,551029.6167247386,0.0,0.0
10001900-01,2010,1621.9262759924386,1621.9262759924386,1.5019029615626969,1.5019029615626969,305163.3900441084,305163.3900441084,3917.354127284184,3917.354127284184
82001700-01,2015,1828.8,1828.8,10.4688,10.4688,427666.6666666667,427666.6666666667,0.0,0.0
82012400-01,2010,1923.0135135135135,1923.0135135135135,8.539189189189187,8.539189189189187,427859.45945945947,427859.45945945947,0.0,0.0
82004600-02,2009,1003.1851851851852,1003.1851851851852,8.083750000000002,8.083750000000002,379131.01851851854,379131.01851851854,335999.537037037,335999.537037037
19045600-01,2011,2048.875320070908,2048.875320070908,0.5835552491628926,0.5835552491628926,223561.98542446326,223561.98542446326,3291.264132361631,3291.264132361631
19002700-01,2006,2162.2767195767196,2162.2767195767196,0.4218412698412684,0.4218412698412684,308144.81481481483,308144.81481481483,3106.2169312169312,3106.2169312169312
62006100-01,2004,1730.6449324324324,1730.6449324324324,1.0562263513513523,1.0562263513513523,345609.0540540541,345609.0540540541,0.0,0.0
27013302-01,2014,1951.0054054054053,1951.0054054054053,1.1188648648648625,1.1188648648648625,663867.5675675676,663867.5675675676,9764.705705705706,9764.705705705706
27009100-01,2004,0.0,0.0,0.0,0.0,289625.87064676615,289625.87064676615,3526.8167495854063,3526.8167495854063
27005800-01,2004,0.0,0.0,0.0,0.0,156698.67403314917,156698.67403314917,2325.9045580110496,2325.9045580110496
62007100-01,2011,1737.1610541727673,1737.1610541727673,1.4052489019033607,1.4052489019033607,754377.2327964861,754377.2327964861,11726.086383601756,11726.086383601756
82008700-01,2014,1183.5981524249423,1183.5981524249423,5.0285450346420255,5.0285450346420255,325016.85912240186,325016.85912240186,0.0,0.0
82048800-01,2011,2149.3774834437086,2149.3774834437086,3.7855629139072824,3.7855629139072824,396295.3642384106,396295.3642384106,0.0,0.0
27011700-01,2011,1641.0129765886288,1641.0129765886288,1.2485658862876365,1.2485658862876365,298103.652173913,298103.652173913,4619.3534448160535,4619.3534448160535
62000200-02,2012,1498.8620895522388,1498.8620895522388,1.043802985074618,1.043802985074618,288022.74626865675,288022.74626865675,0.0,0.0
27008600-02,2011,2036.2877397831526,2036.2877397831526,1.0714428690575477,1.0714428690575477,744436.6138448707,744436.6138448707,9700.902418682235,9700.902418682235
10012100-01,2011,1195.4594594594594,1195.4594594594594,45.24324324324326,45.24324324324326,370317.5675675676,370317.5675675676,2121.5135135135133,2121.5135135135133
82002800-01,2004,0.0,0.0,6.317716535433072,6.317716535433072,275126.7716535433,275126.7716535433,1318.755905511811,1318.755905511811
27008600-02,2013,1984.8843187660668,1984.8843187660668,1.0320565552699248,1.0320565552699248,619624.6786632391,619624.6786632391,8883.417737789203,8883.417737789203
27003900-01,2008,0.0,0.0,0.564064892453519,0.564064892453519,480319.6864746628,480319.6864746628,7187.458986511119,7187.458986511119
19002800-01,2006,4731.5878332194125,4731.5878332194125,0.4871291866028694,0.4871291866028694,371535.4066985646,371535.4066985646,5136.214627477785,5136.214627477785
82011700-01,2006,805.0,805.0,3.5351937984496145,3.5351937984496145,462696.8992248062,462696.8992248062,2514.0387596899227,2514.0387596899227
19004700-01,2006,3868.9469387755103,3868.9469387755103,1.723542857142855,1.723542857142855,457848.89795918367,457848.89795918367,4697.542040816326,4697.542040816326
70009800-01,2004,844.8933333333333,844.8933333333333,18.93366666666667,18.93366666666667,252760.66666666666,252760.66666666666,0.0,0.0
82005600-01,2006,1058.6490683229813,1058.6490683229813,5.557950310559007,5.557950310559007,295283.22981366457,295283.22981366457,2549.7080745341614,2549.7080745341614
27073400-01,2015,1297.8155391120508,1297.8155391120508,1.336189217758988,1.336189217758988,764590.1691331924,764590.1691331924,20438.840380549682,20438.840380549682
82006200-01,2015,1230.785046728972,1230.785046728972,12.921028037383175,12.921028037383175,317493.4579439252,317493.4579439252,0.0,0.0
70012001-01,2010,1318.2750716332378,1318.2750716332378,8.075959885386816,8.075959885386816,441062.7507163324,441062.7507163324,0.0,0.0
10021800-01,2009,1565.8293395675043,1565.8293395675043,0.6297048509643455,0.6297048509643455,275572.29690239625,275572.29690239625,2958.6928696668615,2958.6928696668615
70002600-02,2008,1340.6809116809118,1340.6809116809118,0.5099287749287733,0.5099287749287733,330282.19373219373,330282.19373219373,0.0,0.0
27015300-01,2009,980.218085106383,980.218085106383,6.069521276595745,6.069521276595745,260709.3085106383,260709.3085106383,2543.7659574468084,2543.7659574468084
19008000-01,2007,3892.948942959713,3892.948942959713,1.1447786198643821,1.1447786198643821,458119.70482648583,458119.70482648583,5879.4467491025125,5879.4467491025125
62007100-01,2005,1682.5198204936426,1682.5198204936426,1.4266716529543686,1.4266716529543686,702144.0538519073,702144.0538519073,0.0,0.0
02058500-01,2004,0.0,0.0,2.0038048780487787,2.0038048780487787,280693.1892682927,280693.1892682927,4252.100487804878,4252.100487804878
10006900-01,2009,1317.6597701149426,1317.6597701149426,2.716367816091949,2.716367816091949,210663.2183908046,210663.2183908046,2255.3,2255.3
27013302-02,2013,3551.4406779661017,3551.4406779661017,1.4596610169491524,1.4596610169491524,2168457.627118644,2168457.627118644,32554.169491525423,32554.169491525423
19045100-01,2007,2539.6062115057002,2539.6062115057002,0.5668326562704816,0.5668326562704816,298696.7763071681,298696.7763071681,2397.85506486699,2397.85506486699
02007200-01,2010,2444.8970070422533,2444.8970070422533,0.030355046948356803,0.030355046948356803,287661.8544600939,287661.8544600939,5420.234154929577,5420.234154929577
10001400-01,2007,3230.529123237278,3230.529123237278,1.9024831391784147,1.9024831391784147,484588.0441446965,484588.0441446965,6375.0741876149605,6375.0741876149605
62006700-02,2007,1120.3513789581204,1120.3513789581204,0.0,0.0,598234.9336057202,598234.9336057202,7861.771195097038,7861.771195097038
27007000-01,2005,0.0,0.0,0.0,0.0,353982.8730904818,353982.8730904818,4959.0458284371325,4959.0458284371325
82000100-03,2011,999.9074074074074,999.9074074074074,5.832592592592593,5.832592592592593,289133.7037037037,289133.7037037037,0.0,0.0
19003000-01,2011,3032.2198581560283,3032.2198581560283,2.0753191489361713,2.0753191489361713,347720.8037825059,347720.8037825059,6472.737588652482,6472.737588652482
10005200-01,2010,1260.941724941725,1260.941724941725,8.620489510489511,8.620489510489511,315815.6177156177,315815.6177156177,5237.095571095571,5237.095571095571
27017600-01,2012,1437.6512345679012,1437.6512345679012,4.041440329218108,4.041440329218108,352308.4362139918,352308.4362139918,6679.0956790123455,6679.0956790123455
82016300-01,2004,0.0,0.0,0.7517893008883798,0.7517893008883798,243512.06237929701,243512.06237929701,2383.386442641947,2383.386442641947
82013500-01,2007,179.85365853658536,179.85365853658536,0.0,0.0,516047.64227642276,516047.64227642276,257.8731707317073,257.8731707317073
10008000-01,2012,1367.5961538461538,1367.5961538461538,38.32115384615385,38.32115384615385,366581.73076923075,366581.73076923075,2730.3653846153848,2730.3653846153848
70002600-01,2008,1204.959595959596,1204.959595959596,0.6070890725436174,0.6070890725436174,351426.5381083563,351426.5381083563,0.0,0.0
82007700-01,2011,1487.0,1487.0,10.06158415841584,10.06158415841584,308077.2277227723,308077.2277227723,0.0,0.0
19008800-01,2009,2537.208233532934,2537.208233532934,0.3905434131736562,0.3905434131736562,243096.72155688622,243096.72155688622,3488.6910179640718,3488.6910179640718
27011900-01,2013,1006.0051194539249,1006.0051194539249,0.8634186575654144,0.8634186575654144,434356.7121729238,434356.7121729238,14189.269055745164,14189.269055745164
82011000-01,2014,1885.5050505050506,1885.5050505050506,3.6773232323232325,3.6773232323232325,412006.56565656565,412006.56565656565,0.0,0.0
82007400-03,2012,1542.6036036036037,1542.6036036036037,3.6017117117117126,3.6017117117117126,289467.5675675676,289467.5675675676,0.0,0.0
27013302-02,2004,0.0,0.0,0.0,0.0,1934959.5959595959,1934959.5959595959,21323.696969696968,21323.696969696968
27003400-01,2013,581.3435876117231,581.3435876117231,0.3530118478486716,0.3530118478486716,138480.4406568281,138480.4406568281,2594.2338391186863,2594.2338391186863
82008200-01,2013,1117.8015873015872,1117.8015873015872,6.116111111111107,6.116111111111107,245186.77248677248,245186.77248677248,0.0,0.0
10005300-01,2013,1844.0273037542663,1844.0273037542663,8.36726962457338,8.36726962457338,384310.5802047782,384310.5802047782,4163.044368600683,4163.044368600683
27003502-01,2008,0.0,0.0,1.2492101341281678,1.2492101341281678,491186.88524590165,491186.88524590165,9239.7347242921,9239.7347242921
10011000-01,2004,1850.8109684947492,1850.8109684947492,3.7256826137689627,3.7256826137689627,168827.77129521588,168827.77129521588,1945.5040840140023,1945.5040840140023
99002487-01,2004,2226.4887926642896,2226.4887926642896,0.38632450331125534,0.38632450331125534,248121.62506367805,248121.62506367805,3144.3953132959755,3144.3953132959755
13005400-01,2005,0.0,0.0,20.025,20.025,435633.3333333333,435633.3333333333,2730.6666666666665,2730.6666666666665
70006900-01,2009,1175.1262798634812,1175.1262798634812,7.8625938566552875,7.8625938566552875,381484.9829351536,381484.9829351536,0.0,0.0
82030500-01,2008,0.0,0.0,0.9596732954545408,0.9596732954545408,268562.2869318182,268562.2869318182,267840.26988636365,267840.26988636365
82010600-02,2004,0.0,0.0,12.639565217391299,12.639565217391299,542171.7391304348,542171.7391304348,1876.9565217391305,1876.9565217391305
70001600-01,2006,1392.4372990353697,1392.4372990353697,0.6076752411575452,0.6076752411575452,283662.7652733119,283662.7652733119,0.0,0.0
13002300-01,2005,0.0,0.0,4.460000000000001,4.460000000000001,202030.30303030304,202030.30303030304,1660.6060606060605,1660.6060606060605
27017800-01,2014,1172.6666666666667,1172.6666666666667,15.183236714975857,15.183236714975857,238189.37198067634,238189.37198067634,3822.6038647342993,3822.6038647342993
