Monit_MAP_CODE1,pct_garage,pct_basement,Year
02009100-03,0.7757664894218803,0.9173612092103405,2014
02009100-03,0.7484941470621661,0.9187718073970691,2015
02013000-01,,,2002
02013000-01,,,2004
02013000-01,,0.9582780201024085,2005
02013000-01,,0.9574070614608631,2006
02013000-01,,0.9600220062350999,2007
02013000-01,,0.9597855227882037,2008
02013000-01,0.7591842638125542,0.9592529711375212,2009
02013000-01,0.7601043024771839,0.9593603010348072,2010
02013000-01,0.7598956067855589,0.95975173970284,2011
02013000-01,0.7651921682378535,0.9600225225225225,2012
02013000-01,0.764168720104363,0.9609837278106509,2013
02013000-01,0.7731128684399713,0.9618264840182649,2014
02013000-01,0.7390620531884472,0.9617594254937163,2015
02013300-01,,,2002
02013300-01,,,2004
02013300-01,,0.9560922063666301,2005
02013300-01,,0.9547900968783638,2006
02013300-01,,0.9548872180451128,2007
02013300-01,,0.9521247982786444,2008
02013300-01,0.7577897798088907,0.950187466523835,2009
02013300-01,0.7590361445783133,0.9503205128205128,2010
02013300-01,0.7631906938097216,0.9483493077742279,2011
02013300-01,0.7621621621621621,0.947452229299363,2012
02013300-01,0.7638024076380241,0.9479221462388217,2013
02013300-01,0.7741400745959387,0.9489742240925828,2014
02013300-01,0.7333887043189369,0.9492677824267782,2015
02058500-01,,,2002
02058500-01,,,2004
02058500-01,,0.8221630554535438,2005
02058500-01,,0.7739489426236414,2006
02058500-01,,0.7661399190026205,2007
02058500-01,,0.7696913864578535,2008
02058500-01,0.6919103992571959,0.7687064639352857,2009
02058500-01,0.7109783845278725,0.7682704241804775,2010
02058500-01,0.6936074345254858,0.7641515970345736,2011
02058500-01,0.7421974965229485,0.756737168083284,2012
02058500-01,0.781113330813671,0.752777952162722,2013
02058500-01,0.7428991442221872,0.7508491023774867,2014
02058500-01,0.7531921601597393,0.7486505515137292,2015
02065400-01,,,2002
02065400-01,,,2004
02065400-01,,0.8706751517811425,2005
02065400-01,,0.869302020275691,2006
02065400-01,,0.8667971156285104,2007
02065400-01,,0.8629240943070731,2008
02065400-01,0.8958722664830662,0.8629763422581103,2009
02065400-01,0.8974081364829396,0.8625919117647058,2010
02065400-01,0.8849650464406446,0.8622079253420057,2011
02065400-01,0.8957967694916262,0.8693738554952293,2012
02065400-01,0.8926627606102965,0.8563947698139879,2013
02065400-01,0.8515622659596777,0.8466830153826554,2014
02065400-01,0.8434673216318217,0.8404456789344107,2015
10000200-01,,,2002
10000200-01,0.6666666666666666,,2004
10000200-01,0.34210526315789475,,2005
10000200-01,0.3684210526315789,,2006
10000200-01,0.7027027027027027,,2007
10000200-01,0.7297297297297297,,2008
10000200-01,0.9302325581395349,,2009
10000200-01,0.9389312977099237,,2010
10000200-01,0.9294117647058824,,2011
10000200-01,0.9418604651162791,1.0,2012
10000200-01,0.9473684210526315,1.0,2013
10000200-01,0.9418604651162791,1.0,2014
10000200-01,0.9047619047619048,0.47619047619047616,2015
10000200-02,,,2002
10000200-02,0.9071207430340558,,2004
10000200-02,0.9071207430340558,,2005
10000200-02,0.8996763754045307,,2006
10000200-02,0.6860986547085202,,2007
10000200-02,0.7488789237668162,,2008
10000200-02,0.768595041322314,,2009
10000200-02,0.7116104868913857,,2010
10000200-02,0.6864864864864865,,2011
10000200-02,0.7394366197183099,1.0,2012
10000200-02,0.8625525946704067,1.0,2013
10000200-02,0.8284182305630027,1.0,2014
10000200-02,0.8605898123324397,0.5415549597855228,2015
10000200-03,,,2002
10000200-03,0.806243272335845,,2004
10000200-03,0.7788065843621399,,2005
10000200-03,0.7764102564102564,,2006
10000200-03,0.7773279352226721,,2007
10000200-03,0.7753036437246964,,2008
10000200-03,0.768,,2009
10000200-03,0.7704590818363274,,2010
10000200-03,0.7796780684104627,,2011
10000200-03,0.7841365461847389,,2012
10000200-03,0.7307692307692307,,2013
10000200-03,0.7777777777777778,,2014
10000200-03,0.7921052631578948,0.6517543859649123,2015
10000200-04,,,2002
10000200-04,,,2004
10000200-04,,,2005
10000200-04,,,2006
10000200-04,,,2007
10000200-04,,,2008
10000200-04,1.0,,2009
10000200-04,1.0,,2010
10000200-04,1.0,,2011
10000200-04,1.0,1.0,2012
10000200-04,1.0,1.0,2013
10000200-04,1.0,1.0,2014
10000200-04,0.9519650655021834,0.3406113537117904,2015
10000500-01,,,2002
10000500-01,0.7087517934002869,,2004
10000500-01,0.7601683029453016,,2005
10000500-01,0.7647058823529411,,2006
10000500-01,0.7607192254495159,,2007
10000500-01,0.7544581618655692,,2008
10000500-01,0.7548209366391184,,2009
10000500-01,0.7582872928176796,,2010
10000500-01,0.7625348189415042,,2011
10000500-01,0.7652354570637119,,2012
10000500-01,0.7713690062543433,,2013
10000500-01,0.7752261656228253,,2014
10000500-01,0.7769284225156359,0.3405142460041696,2015
10000600-01,,,2002
10000600-01,0.8638366039247096,,2004
10000600-01,0.8672499049068086,,2005
10000600-01,0.8653773227152066,,2006
10000600-01,0.8705526116578349,,2007
10000600-01,0.8705526116578349,,2008
10000600-01,0.9311551925320887,,2009
10000600-01,0.9308469308469308,,2010
10000600-01,0.9119157678479712,,2011
10000600-01,0.9148224395265054,1.0,2012
10000600-01,0.9165593613185681,1.0,2013
10000600-01,0.9158950617283951,1.0,2014
10000600-01,0.9189397838394235,0.5609881626351003,2015
10000700-01,,,2002
10000700-01,0.8912949328713728,,2004
10000700-01,0.8209366391184573,,2005
10000700-01,0.822230981474182,,2006
10000700-01,0.8539857932123125,,2007
10000700-01,0.8620961386918834,,2008
10000700-01,0.8886554621848739,1.0,2009
10000700-01,0.9027291812456263,1.0,2010
10000700-01,0.9081101190476191,1.0,2011
10000700-01,0.9141488577745026,1.0,2012
10000700-01,0.9158088235294117,1.0,2013
10000700-01,0.9035923753665689,0.8125,2014
10000700-01,0.9021260997067448,0.7752932551319648,2015
10000900-01,,,2002
10000900-01,0.8210422812192724,,2004
10000900-01,0.7562949640287769,,2005
10000900-01,0.7495636998254799,,2006
10000900-01,0.7652173913043478,,2007
10000900-01,0.7625649913344887,,2008
10000900-01,0.9531066822977726,1.0,2009
10000900-01,0.95546875,1.0,2010
10000900-01,0.9346092503987241,1.0,2011
10000900-01,0.9436660828955049,1.0,2012
10000900-01,0.9468147282291058,1.0,2013
10000900-01,0.8506437768240344,0.7823606845107504,2014
10000900-01,0.8659058487874465,0.7503566333808844,2015
10000900-02,,,2002
10000900-02,0.7459086993970715,,2004
10000900-02,0.8100940975192472,,2005
10000900-02,0.8126064735945485,,2006
10000900-02,0.7967213114754098,,2007
10000900-02,0.795751633986928,,2008
10000900-02,0.7911908646003263,,2009
10000900-02,0.802610114192496,,2010
10000900-02,0.8225674570727719,,2011
10000900-02,0.8228571428571428,,2012
10000900-02,0.8206168831168831,,2013
10000900-02,0.8184019370460048,,2014
10000900-02,0.8184019370460048,0.38821630347054076,2015
10001000-01,,,2002
10001000-01,0.6567901234567901,,2004
10001000-01,0.7843137254901961,,2005
10001000-01,0.4819277108433735,,2006
10001000-01,0.6017964071856288,,2007
10001000-01,0.6017964071856288,,2008
10001000-01,0.6167664670658682,,2009
10001000-01,0.6517857142857143,,2010
10001000-01,0.6949924127465857,,2011
10001000-01,0.7750759878419453,,2012
10001000-01,0.8571428571428571,,2013
10001000-01,0.8192419825072886,,2014
10001000-01,0.8231884057971014,0.6,2015
10001100-01,,,2002
10001100-01,0.878581173260573,,2004
10001100-01,0.87248322147651,,2005
10001100-01,0.87248322147651,,2006
10001100-01,0.9021164021164021,,2007
10001100-01,0.8973684210526316,,2008
10001100-01,0.8970976253298153,,2009
10001100-01,0.8968253968253969,,2010
10001100-01,0.8961384820239681,,2011
10001100-01,0.8988015978695073,,2012
10001100-01,0.8820445609436435,,2013
10001100-01,0.8954248366013072,,2014
10001100-01,0.9006535947712418,0.7411764705882353,2015
10001200-01,,,2002
10001200-01,0.8906518010291595,,2004
10001200-01,0.8960270498732037,,2005
10001200-01,0.8922558922558923,,2006
10001200-01,0.8914141414141414,,2007
10001200-01,0.8914141414141414,,2008
10001200-01,0.8914141414141414,,2009
10001200-01,0.8901006711409396,,2010
10001200-01,0.889727463312369,,2011
10001200-01,0.8889819857561793,,2012
10001200-01,0.889819857561793,,2013
10001200-01,0.8904741921947126,,2014
10001200-01,0.8796028134050475,0.6048820852296235,2015
10001300-01,,,2002
10001300-01,0.8206831119544592,,2004
10001300-01,0.8254672157111181,,2005
10001300-01,0.7160054719562243,,2006
10001300-01,0.7644869750132908,,2007
10001300-01,0.7606747496046389,,2008
10001300-01,0.7611783271962125,,2009
10001300-01,0.7441025641025641,,2010
10001300-01,0.7416133162612036,,2011
10001300-01,0.7325581395348837,,2012
10001300-01,0.7296408700050582,,2013
10001300-01,0.7297501892505678,,2014
10001300-01,0.7298865069356872,0.43934426229508194,2015
10001400-01,,,2002
10001400-01,0.7975769813225644,,2004
10001400-01,0.7902902902902903,,2005
10001400-01,0.6802074330164217,,2006
10001400-01,0.7178060413354531,,2007
10001400-01,0.7032967032967034,,2008
10001400-01,0.7294372294372294,,2009
10001400-01,0.7126279863481229,,2010
10001400-01,0.7286005434782609,,2011
10001400-01,0.7639416983523447,,2012
10001400-01,0.7893930104230533,,2013
10001400-01,0.7981759340982642,,2014
10001400-01,0.8047819971870604,0.47763713080168774,2015
10001500-01,,,2002
10001500-01,0.7236363636363636,,2004
10001500-01,0.7504520795660036,,2005
10001500-01,0.7093596059113301,,2006
10001500-01,0.7225806451612903,,2007
10001500-01,0.7243589743589743,,2008
10001500-01,0.9267015706806283,1.0,2009
10001500-01,0.9300087489063867,1.0,2010
10001500-01,0.9067035245335177,1.0,2011
10001500-01,0.9121887287024901,1.0,2012
10001500-01,0.9136212624584718,1.0,2013
10001500-01,0.8709043250327654,0.8975770925110133,2014
10001500-01,0.8697643979057592,0.7768324607329843,2015
10001600-01,,,2002
10001600-01,0.6645161290322581,,2004
10001600-01,0.7592879256965944,,2005
10001600-01,0.7550231839258115,,2006
10001600-01,0.7639939485627837,,2007
10001600-01,0.7643504531722054,,2008
10001600-01,0.7631975867269984,,2009
10001600-01,0.7646176911544228,,2010
10001600-01,0.7723453017570665,,2011
10001600-01,0.771969696969697,,2012
10001600-01,0.7600896860986547,,2013
10001600-01,0.7659414853713429,,2014
10001600-01,0.7675635276532138,0.5298953662182362,2015
10001800-01,,,2002
10001800-01,0.8267326732673267,,2004
10001800-01,0.8113207547169812,,2005
10001800-01,0.8076923076923077,,2006
10001800-01,0.8285714285714286,,2007
10001800-01,0.8301886792452831,,2008
10001800-01,0.8285714285714286,,2009
10001800-01,0.8173076923076923,,2010
10001800-01,0.821256038647343,,2011
10001800-01,0.821256038647343,,2012
10001800-01,0.821256038647343,,2013
10001800-01,0.8252427184466019,,2014
10001800-01,0.8365384615384616,0.6730769230769231,2015
10001900-01,,,2002
10001900-01,0.6685761047463176,,2004
10001900-01,0.6775178026449644,,2005
10001900-01,0.6776581426648721,,2006
10001900-01,0.7072266831377394,,2007
10001900-01,0.7100840336134454,,2008
10001900-01,0.7221556886227545,,2009
10001900-01,0.7307462686567164,,2010
10001900-01,0.7270348837209303,,2011
10001900-01,0.7328202308960967,,2012
10001900-01,0.7313243859204862,,2013
10001900-01,0.7834714895754835,,2014
10001900-01,0.8173366834170854,0.45326633165829144,2015
10002800-01,,,2002
10002800-01,0.5933609958506224,,2004
10002800-01,0.5967078189300411,,2005
10002800-01,0.5942622950819673,,2006
10002800-01,0.5757575757575758,,2007
10002800-01,0.5714285714285714,,2008
10002800-01,0.5639097744360902,,2009
10002800-01,0.5514705882352942,,2010
10002800-01,0.5632183908045977,,2011
10002800-01,0.5692307692307692,,2012
10002800-01,0.5608856088560885,,2013
10002800-01,0.5539033457249071,,2014
10002800-01,0.5522388059701493,0.3358208955223881,2015
10002900-01,,,2002
10002900-01,0.6346863468634686,,2004
10002900-01,0.6227106227106227,,2005
10002900-01,0.6079136690647482,,2006
10002900-01,0.6026490066225165,,2007
10002900-01,0.5960264900662252,,2008
10002900-01,0.6026490066225165,,2009
10002900-01,0.5960264900662252,,2010
10002900-01,0.6006944444444444,,2011
10002900-01,0.5888501742160279,,2012
10002900-01,0.593103448275862,,2013
10002900-01,0.596551724137931,,2014
10002900-01,0.5886287625418061,0.3511705685618729,2015
10003100-01,,,2002
10003100-01,0.7523564695801199,,2004
10003100-01,0.7211538461538461,,2005
10003100-01,0.5729847494553377,,2006
10003100-01,0.6677148846960168,,2007
10003100-01,0.6912065439672802,,2008
10003100-01,0.7152847152847153,,2009
10003100-01,0.7463697967086157,,2010
10003100-01,0.7616959064327485,,2011
10003100-01,0.790057915057915,,2012
10003100-01,0.7859439595774,,2013
10003100-01,0.7996331957817515,,2014
10003100-01,0.8096759470561388,0.3925148334094021,2015
10004100-01,,,2002
10004100-01,0.7575757575757576,,2004
10004100-01,0.7662337662337663,,2005
10004100-01,0.7553648068669528,,2006
10004100-01,0.7457627118644068,,2007
10004100-01,0.7478991596638656,,2008
10004100-01,0.7902097902097902,1.0,2009
10004100-01,0.773972602739726,1.0,2010
10004100-01,0.7669172932330827,1.0,2011
10004100-01,0.8627002288329519,1.0,2012
10004100-01,0.8623853211009175,1.0,2013
10004100-01,0.6544117647058824,0.5416666666666666,2014
10004100-01,0.6152073732718893,0.5691244239631337,2015
10004200-01,,,2002
10004200-01,0.47435897435897434,,2004
10004200-01,0.5,,2005
10004200-01,0.4936708860759494,,2006
10004200-01,0.47619047619047616,,2007
10004200-01,0.47619047619047616,,2008
10004200-01,0.9845938375350141,1.0,2009
10004200-01,0.985273492286115,1.0,2010
10004200-01,0.9726589200273411,1.0,2011
10004200-01,0.9765533411488863,1.0,2012
10004200-01,0.9759953161592506,1.0,2013
10004200-01,0.8805336567616737,0.7931253978357734,2014
10004200-01,0.854524627720504,0.7302405498281787,2015
10004401-01,,,2002
10004401-01,0.8794326241134752,,2004
10004401-01,0.8920863309352518,,2005
10004401-01,0.8936170212765957,,2006
10004401-01,0.875,,2007
10004401-01,0.863013698630137,,2008
10004401-01,0.8767123287671232,,2009
10004401-01,0.8533333333333334,,2010
10004401-01,0.8689655172413793,,2011
10004401-01,0.8571428571428571,,2012
10004401-01,0.7062146892655368,,2013
10004401-01,0.8700564971751412,,2014
10004401-01,0.8813559322033898,0.615819209039548,2015
10004402-01,,,2002
10004402-01,0.6977401129943502,,2004
10004402-01,0.8050847457627118,,2005
10004402-01,0.5588235294117647,,2006
10004402-01,0.5984555984555985,,2007
